# {"exp_name": "ShowImages", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 24414, "stim_db": 65, "noise_db": 45, "output_dir": "data", "window_size": null, "screen_num": null, "full_screen": true, "force_quit": ["lctrl", "rctrl"], "participant": "ttt", "monitor": null, "trigger_controller": null, "session": "1", "check_rms": "windowed", "suppress_resamp": false, "version": "dev", "enable_video": false, "verbose": null, "date": "2019-01-10 16_58_23.430812", "file": "/home/sjjoo/git/SSWEF/expcode/r21_ssvep_blocked.py", "version_used": "2.0.0.dev0+4c31ad2"}
timestamp	event	value
19.7746529579	flip	19.7746510506
19.8396298885	imtype	Oddball
19.8746709824	flip	19.8746678829
19.9413449764	flip	19.9413430691
20.0062880516	imtype	Base
20.0413410664	flip	20.0413379669
20.1080150604	flip	20.1080129147
20.1729538441	imtype	Base
20.2080118656	flip	20.2080099583
20.2746729851	flip	20.2746698856
20.339621067	imtype	Oddball
20.3746669292	flip	20.3746640682
20.4413230419	flip	20.4413208961
20.5062918663	imtype	Base
20.5413320065	flip	20.541328907
20.6080150604	flip	20.6080129147
20.6729638577	imtype	Base
20.7079930305	flip	20.7079899311
20.7746639252	flip	20.7746620178
20.839621067	imtype	Oddball
20.8746600151	flip	20.8746569157
20.9413380623	flip	20.9413349628
21.0062990189	imtype	Base
21.0413389206	flip	21.0413360596
21.1080019474	flip	21.107998848
21.1729559898	imtype	Base
21.207998991	flip	21.2079958916
21.2746539116	flip	21.2746510506
21.339619875	imtype	Oddball
21.3746619225	flip	21.3746590614
21.4413249493	flip	21.4413230419
21.5062930584	imtype	Base
21.541328907	flip	21.541326046
21.6080029011	flip	21.6080000401
21.6081449986	dotcolorFix	g
21.6729559898	imtype	Base
21.7079968452	flip	21.7079939842
21.7746560574	flip	21.7746529579
21.8396239281	imtype	Oddball
21.8746628761	flip	21.8746600151
21.9413208961	flip	21.9413180351
22.0062959194	imtype	Base
22.0413310528	flip	22.0413279533
22.1079888344	flip	22.1079859734
22.1729638577	imtype	Base
22.2079849243	flip	22.207983017
22.274657011	flip	22.2746539116
22.339619875	imtype	Oddball
22.3746459484	flip	22.374642849
22.4413189888	flip	22.441316843
22.5062940121	imtype	Base
22.5413229465	flip	22.5413198471
22.6079809666	flip	22.6079778671
22.672962904	imtype	Base
22.7079849243	flip	22.7079820633
22.7746539116	flip	22.7746510506
22.8396239281	imtype	Oddball
22.8746459484	flip	22.8746440411
22.9413118362	flip	22.9413089752
23.0062918663	imtype	Base
23.0413310528	flip	23.0413279533
23.1079809666	flip	23.1079790592
23.1729578972	imtype	Base
23.2079789639	flip	23.2079758644
23.2746360302	flip	23.2746329308
23.3396239281	imtype	Oddball
23.3746449947	flip	23.3746418953
23.4413030148	flip	23.4412999153
23.5062890053	imtype	Base
23.5413050652	flip	23.5413019657
23.6079769135	flip	23.6079740524
23.6396968365	dotcolorFix	y
23.6729550362	imtype	Base
23.707983017	flip	23.7079799175
23.7746338844	flip	23.7746310234
23.8396248817	imtype	Oddball
23.8746378422	flip	23.8746349812
23.9412989616	flip	23.9412958622
24.0062918663	imtype	Base
24.0413069725	flip	24.0413038731
24.1079678535	flip	24.1079649925
24.1729660034	imtype	Base
24.2079758644	flip	24.2079730034
24.2746379375	flip	24.2746348381
24.3396258354	imtype	Oddball
24.3746340275	flip	24.374630928
24.4412939548	flip	24.4412908554
24.506289959	imtype	Base
24.5413050652	flip	24.5413019657
24.6079668999	flip	24.6079640388
24.6729538441	imtype	Base
24.7079658508	flip	24.7079629898
24.7746269703	flip	24.7746250629
24.839621067	imtype	Oddball
24.874630928	flip	24.874628067
24.941298008	flip	24.9412949085
25.0062930584	imtype	Base
25.0412938595	flip	25.0412909985
25.1079609394	flip	25.1079590321
25.1729609966	imtype	Base
25.2079670429	flip	25.2079648972
25.2746219635	flip	25.2746188641
25.3396220207	imtype	Oddball
25.3746409416	flip	25.3746390343
25.4412930012	flip	25.4412899017
25.5062918663	imtype	Base
25.5412869453	flip	25.5412838459
25.6079649925	flip	25.6079618931
25.6081068516	dotcolorFix	b
25.6729588509	imtype	Base
25.7079510689	flip	25.7079479694
25.7746219635	flip	25.7746188641
25.8396229744	imtype	Oddball
25.8746259212	flip	25.8746230602
25.9412958622	flip	25.9412930012
26.0062930584	imtype	Base
26.0412950516	flip	26.0412919521
26.1079490185	flip	26.107945919
26.1729538441	imtype	Base
26.2079539299	flip	26.2079520226
26.2746150494	flip	26.2746119499
26.339621067	imtype	Oddball
26.3746190071	flip	26.3746159077
26.4412879944	flip	26.4412848949
26.5062890053	imtype	Base
26.5412938595	flip	26.5412909985
26.6079409122	flip	26.6079380512
26.6729638577	imtype	Base
26.70794487	flip	26.707942009
26.7746050358	flip	26.77460289
26.8396298885	imtype	Oddball
26.8746058941	flip	26.8746030331
26.9412889481	flip	26.9412870407
27.0062968731	imtype	Base
27.041285038	flip	27.0412828922
27.1079599857	flip	27.10795784
27.1729619503	imtype	Base
27.2079410553	flip	27.2079389095
27.2746059895	flip	27.27460289
27.3396289349	imtype	Oddball
27.3746109009	flip	27.3746089935
27.4412829876	flip	27.4412798882
27.5062909126	imtype	Base
27.5412838459	flip	27.5412809849
27.5414249897	dotcolorFix	g
27.6079390049	flip	27.6079359055
27.6729619503	imtype	Base
27.7079319954	flip	27.707928896
27.7746009827	flip	27.7745988369
27.8396298885	imtype	Oddball
27.8746080399	flip	27.8746049404
27.9412720203	flip	27.9412689209
28.0062959194	imtype	Base
28.0412800312	flip	28.0412769318
28.1079258919	flip	28.1079230309
28.1729609966	imtype	Base
28.2079298496	flip	28.2079269886
28.2745950222	flip	28.2745928764
28.3396279812	imtype	Oddball
28.3745949268	flip	28.3745930195
28.441275835	flip	28.441272974
28.5062949657	imtype	Base
28.5412788391	flip	28.5412759781
28.6079080105	flip	28.607904911
28.672962904	imtype	Base
28.7079129219	flip	28.7079100609
28.7745900154	flip	28.774586916
28.8396270275	imtype	Oddball
28.8745949268	flip	28.8745920658
28.9412589073	flip	28.9412560463
29.0062880516	imtype	Base
29.0412678719	flip	29.0412659645
29.1079249382	flip	29.1079218388
29.172962904	imtype	Base
29.2079298496	flip	29.2079269886
29.2745890617	flip	29.2745859623
29.3396289349	imtype	Oddball
29.3745880127	flip	29.3745858669
29.4412548542	flip	29.4412519932
29.5063779354	dotcolorFix	y
29.5064129829	imtype	Base
29.5412628651	flip	29.541260004
29.6079120636	flip	29.6079089642
29.6729619503	imtype	Base
29.7079110146	flip	29.7079079151
29.7745819092	flip	29.7745790482
29.8396399021	imtype	Oddball
29.8745889664	flip	29.874587059
29.9412448406	flip	29.9412419796
30.006289959	imtype	Base
30.0412428379	flip	30.0412409306
30.1079008579	flip	30.1078989506
30.1729729176	imtype	Base
30.2079188824	flip	30.2079160213
30.2745790482	flip	30.2745759487
30.339635849	imtype	Oddball
30.3745698929	flip	30.3745670319
30.4412419796	flip	30.4412388802
30.5063018799	imtype	Base
30.5412418842	flip	30.5412399769
30.6079039574	flip	30.6079008579
30.672960043	imtype	Base
30.7079060078	flip	30.707903862
30.7745659351	flip	30.7745628357
30.8396389484	imtype	Oddball
30.8745708466	flip	30.8745679855
30.9412329197	flip	30.9412300587
31.0063028336	imtype	Base
31.0412340164	flip	31.041230917
31.1078929901	flip	31.1078898907
31.1729638577	imtype	Base
31.2079138756	flip	31.2079110146
31.2745640278	flip	31.2745609283
31.3396339417	imtype	Oddball
31.3745679855	flip	31.3745648861
31.4412329197	flip	31.4412300587
31.5062930584	imtype	Base
31.5412318707	flip	31.5412290096
31.5413730145	dotcolorFix	r
31.6079008579	flip	31.6078979969
31.6729660034	imtype	Base
31.7078950405	flip	31.7078919411
31.7745568752	flip	31.7745540142
31.8396289349	imtype	Oddball
31.8745589256	flip	31.8745560646
31.9412288666	flip	31.9412269592
32.0062959194	imtype	Base
32.0412259102	flip	32.0412230492
32.1078948975	flip	32.1078920364
32.1729559898	imtype	Base
32.2078938484	flip	32.2078909874
32.2745640278	flip	32.2745609283
32.3396279812	imtype	Oddball
32.3745620251	flip	32.3745589256
32.4412269592	flip	32.4412238598
32.5062980652	imtype	Base
32.5412299633	flip	32.5412268639
32.6078970432	flip	32.6078939438
32.6729609966	imtype	Base
32.7078659534	flip	32.7078640461
32.7745530605	flip	32.7745499611
32.8396220207	imtype	Oddball
32.8745539188	flip	32.8745510578
32.941215992	flip	32.9412128925
33.0062918663	imtype	Base
33.0412218571	flip	33.0412199497
33.1078898907	flip	33.1078879833
33.1729638577	imtype	Base
33.2078888416	flip	33.2078859806
33.2745568752	flip	33.2745540142
33.3396239281	imtype	Oddball
33.3745629787	flip	33.3745598793
33.4412169456	flip	33.4412138462
33.506289959	imtype	Base
33.5412180424	flip	33.5412149429
33.6078829765	flip	33.6078810692
33.6080248356	dotcolorFix	b
33.6729569435	imtype	Base
33.7078838348	flip	33.7078809738
33.7745468616	flip	33.7745440006
33.8396248817	imtype	Oddball
33.8745479584	flip	33.8745448589
33.9412109852	flip	33.9412078857
34.0062959194	imtype	Base
34.0412080288	flip	34.0412049294
34.1078948975	flip	34.1078920364
34.172960043	imtype	Base
34.2078809738	flip	34.2078778744
34.2745380402	flip	34.2745349407
34.3396239281	imtype	Oddball
34.3745348454	flip	34.374532938
34.4412009716	flip	34.4411978722
34.506289959	imtype	Base
34.5412149429	flip	34.5412118435
34.6078660488	flip	34.6078629494
34.6729619503	imtype	Base
34.7078568935	flip	34.7078540325
34.7745299339	flip	34.7745280266
34.8396270275	imtype	Oddball
34.8745388985	flip	34.8745360374
34.941202879	flip	34.9412000179
35.0062918663	imtype	Base
35.0412068367	flip	35.0412039757
35.1078629494	flip	35.1078598499
35.1729569435	imtype	Base
35.207862854	flip	35.207859993
35.2745389938	flip	35.2745368481
35.3396279812	imtype	Oddball
35.3745219707	flip	35.3745200634
35.4412000179	flip	35.4411969185
35.5062968731	imtype	Base
35.5063309669	End	None
35.5412008762	flip	35.5411980152
35.607861042	flip	35.6078588963
35.6730308533	dotcolorFix	r
35.6730649471	imtype	Base
35.7078559399	flip	35.7078528404
35.7745299339	flip	35.7745268345
35.8396248817	imtype	Base
35.8745338917	flip	35.8745310307
35.9411828518	flip	35.9411809444
36.0062890053	imtype	Base
36.0412008762	flip	36.0411980152
36.1078519821	flip	36.1078488827
36.1729550362	imtype	Base
36.207859993	flip	36.2078568935
36.2745249271	flip	36.2745220661
36.3396298885	imtype	Base
36.3745219707	flip	36.3745188713
36.4411900043	flip	36.4411869049
36.5062880516	imtype	Base
36.5411880016	flip	36.5411849022
36.6078438759	flip	36.6078410149
36.6729550362	imtype	Base
36.7078509331	flip	36.7078490257
36.7745079994	flip	36.7745049
36.8396239281	imtype	Base
36.8745210171	flip	36.8745179176
36.941177845	flip	36.941174984
37.0062940121	imtype	Base
37.0411739349	flip	37.0411720276
37.1078109741	flip	37.1078078747
37.172962904	imtype	Base
37.2078459263	flip	37.2078430653
37.2745099068	flip	37.2745070457
37.3396289349	imtype	Base
37.374505043	flip	37.3745028973
37.4411859512	flip	37.4411840439
37.5147600174	stop	None
