# {"exp_name": "ShowImages", "audio_controller": null, "response_device": null, "stim_rms": 0.01, "stim_fs": 24414, "stim_db": 65, "noise_db": 45, "output_dir": "data", "window_size": null, "screen_num": null, "full_screen": true, "force_quit": ["lctrl", "rctrl"], "participant": "ttt", "monitor": null, "trigger_controller": null, "session": "1", "check_rms": "windowed", "suppress_resamp": false, "version": "dev", "enable_video": false, "verbose": null, "date": "2019-01-09 12_05_31.687140", "file": "/home/sjjoo/git/SSWEF/expcode/r21_event_related.py", "version_used": "2.0.0.dev0+4c31ad2"}
timestamp	event	value
31.2382612228	flip	31.2382590771
31.271600008	flip	31.271597147
31.3049302101	flip	31.3049271107
31.3050730228	dotcolorFix	r
31.3382761478	flip	31.3382730484
31.3716042042	flip	31.3716011047
31.4049360752	flip	31.4049332142
31.4382741451	flip	31.4382719994
31.4716091156	flip	31.4716072083
31.5049390793	flip	31.5049362183
31.5382730961	flip	31.5382702351
31.5716001987	flip	31.5715970993
31.6049311161	flip	31.6049280167
31.6382741928	flip	31.6382710934
31.671598196	flip	31.6715960503
31.7049300671	flip	31.704927206
31.738268137	flip	31.7382650375
31.7716021538	flip	31.7715990543
31.8049371243	flip	31.8049352169
31.8050811291	dotcolorFix	g
31.8382661343	flip	31.8382642269
31.8715240955	flip	31.8715212345
31.9048449993	flip	31.9048421383
31.9049332142	imnumber	124
31.9049670696	imtype	2
31.9381871223	flip	31.938185215
31.9715151787	flip	31.9715120792
32.0048511028	flip	32.0048480034
32.0381801128	flip	32.0381770134
32.071595192	flip	32.0715930462
32.1049361229	flip	32.1049330235
32.1382770538	flip	32.1382741928
32.1716082096	flip	32.1716051102
32.2049331665	flip	32.2049300671
32.205078125	dotcolorFix	r
32.2382771969	flip	32.2382740974
32.2716100216	flip	32.2716071606
32.3049440384	flip	32.3049411774
32.3382790089	flip	32.3382761478
32.3716051579	flip	32.3716030121
32.4049282074	flip	32.4049260616
32.4382660389	flip	32.4382631779
32.4716010094	flip	32.4715981483
32.5049440861	flip	32.5049412251
32.5382590294	flip	32.5382561684
32.5715939999	flip	32.5715920925
32.6049320698	flip	32.6049301624
32.6382541656	flip	32.6382510662
32.6715831757	flip	32.6715800762
32.7049360275	flip	32.7049331665
32.7382600307	flip	32.7382571697
32.7715940475	flip	32.7715911865
32.7717380524	dotcolorFix	y
32.8049390316	flip	32.8049371243
32.838258028	flip	32.838255167
32.8715162277	flip	32.8715131283
32.9048080444	flip	32.9048051834
32.9383940697	flip	32.9383921623
32.9715070724	flip	32.9715051651
33.004830122	flip	33.0048270226
33.038146019	flip	33.038143158
33.0715939999	flip	33.0715911388
33.1049280167	flip	33.1049251556
33.1382410526	flip	33.1382381916
33.1715960503	flip	33.1715931892
33.2049322128	flip	33.2049291134
33.2382400036	flip	33.2382371426
33.2715940475	flip	33.2715921402
33.3049340248	flip	33.3049321175
33.3050680161	dotcolorFix	r
33.3382251263	flip	33.3382232189
33.3715920448	flip	33.3715901375
33.4049201012	flip	33.4049170017
33.4382190704	flip	33.4382162094
33.4715890884	flip	33.4715871811
33.5049211979	flip	33.5049180984
33.5382540226	flip	33.5382521152
33.571595192	flip	33.5715920925
33.6049211025	flip	33.6049191952
33.6382520199	flip	33.6382491589
33.6715860367	flip	33.6715841293
33.704927206	flip	33.7049241066
33.738255024	flip	33.7382531166
33.7715911865	flip	33.7715880871
33.7717339993	dotcolorFix	c
33.8049321175	flip	33.804929018
33.8382601738	flip	33.838258028
33.8715100288	flip	33.8715071678
33.9048340321	flip	33.904831171
33.938160181	flip	33.9381570816
33.9714992046	flip	33.9714961052
34.0048251152	flip	34.0048232079
34.0381600857	flip	34.0381572247
34.0715851784	flip	34.0715830326
34.1049201488	flip	34.1049170494
34.1382491589	flip	34.1382460594
34.1715800762	flip	34.1715772152
34.2049150467	flip	34.2049121857
34.2050600052	dotcolorFix	y
34.2382450104	flip	34.2382421494
34.2715771198	flip	34.2715740204
34.3049139977	flip	34.3049111366
34.3050010204	imnumber	125
34.3050341606	imtype	2
34.3382561207	flip	34.3382530212
34.3716471195	flip	34.3716440201
34.4049711227	flip	34.4049680233
34.4383041859	flip	34.4383010864
34.4716300964	flip	34.4716272354
34.5049672127	flip	34.5049641132
34.53829813	flip	34.5382962227
34.5716431141	flip	34.5716400146
34.6049740314	flip	34.6049711704
34.6382992268	flip	34.6382961273
34.671639204	flip	34.6716370583
