subj,timepoint,ch_type,min,max,ptp_ampl
prek_1103,pre,mag,-1.4992058908864735e-12,1.2899211275391818e-12,2.789127018425655e-12
prek_1103,pre,mag,-1.5747686516640667e-12,1.1502452691776057e-12,2.7250139208416723e-12
prek_1103,pre,mag,-1.3338487640125271e-12,1.8924847971024533e-12,3.2263335611149807e-12
prek_1103,pre,mag,-1.6380186933879184e-12,2.2114407842093723e-12,3.849459477597291e-12
prek_1103,pre,mag,-1.4967834398809846e-12,2.058962852276093e-12,3.5557462921570777e-12
prek_1103,pre,mag,-1.8876099920134426e-12,1.0822232826132065e-12,2.969833274626649e-12
prek_1103,pre,mag,-1.4384037353515455e-12,1.493026016935444e-12,2.9314297522869896e-12
prek_1103,pre,mag,-1.1638362210446009e-12,1.7901926447719443e-12,2.954028865816545e-12
prek_1103,pre,mag,-1.3980826221207595e-12,1.395441177867637e-12,2.7935237999883962e-12
prek_1103,pre,mag,-2.1682996333799945e-12,1.6571545590799207e-12,3.825454192459915e-12
prek_1103,pre,mag,-1.4197444295662685e-12,1.6436644778069906e-12,3.063408907373259e-12
prek_1103,pre,mag,-2.031034335400225e-12,1.5507425549207169e-12,3.581776890320942e-12
prek_1103,pre,mag,-3.226619969969799e-12,1.8310789995760087e-12,5.057698969545807e-12
prek_1103,pre,mag,-2.094624145896462e-12,1.5848723701035396e-12,3.679496516000002e-12
prek_1103,pre,mag,-1.877468485848455e-12,1.6711935425216959e-12,3.548662028370151e-12
prek_1103,pre,mag,-1.503876806846596e-12,1.9841096889989994e-12,3.487986495845595e-12
prek_1103,pre,mag,-2.5229334062634463e-12,1.6335527486756212e-12,4.156486154939067e-12
prek_1103,pre,mag,-1.5737925470159332e-12,2.048161250051382e-12,3.6219537970673153e-12
prek_1103,pre,mag,-3.2576929918406256e-12,1.6856278156399662e-12,4.943320807480592e-12
prek_1103,pre,mag,-1.575447712952847e-12,1.6118164457050178e-12,3.187264158657865e-12
prek_1103,pre,mag,-3.331475525181141e-12,1.9381569875954866e-12,5.269632512776628e-12
prek_1103,pre,mag,-1.9079196864122563e-12,1.4259637832488186e-12,3.333883469661075e-12
prek_1103,pre,mag,-2.711299047725242e-12,1.223010661356717e-12,3.934309709081959e-12
prek_1103,pre,mag,-1.3658666006153957e-12,1.4642324471994117e-12,2.8300990478148074e-12
prek_1103,pre,grad,-7.484372892695968e-11,4.735874080430599e-11,1.2220246973126566e-10
prek_1103,pre,grad,-6.956431461262789e-11,3.889708067457613e-11,1.0846139528720403e-10
prek_1103,pre,grad,-4.232059551052043e-11,5.136722074765745e-11,9.368781625817788e-11
prek_1103,pre,grad,-4.5190451367004415e-11,5.262490391018372e-11,9.781535527718814e-11
prek_1103,pre,grad,-5.2049091848731326e-11,5.653445606494507e-11,1.085835479136764e-10
prek_1103,pre,grad,-5.013099454897143e-11,5.982129265016623e-11,1.0995228719913766e-10
prek_1103,pre,grad,-5.520722300947851e-11,4.3760997396319796e-11,9.89682204057983e-11
prek_1103,pre,grad,-7.365871932780384e-11,4.4363524036552744e-11,1.1802224336435657e-10
prek_1103,pre,grad,-3.496049325545237e-11,5.926508827367118e-11,9.422558152912355e-11
prek_1103,pre,grad,-5.990880346744079e-11,5.910592704443097e-11,1.1901473051187176e-10
prek_1103,pre,grad,-4.268206487630497e-11,6.115275715383587e-11,1.0383482203014084e-10
prek_1103,pre,grad,-4.5990945741253017e-11,5.853639860682253e-11,1.0452734434807555e-10
prek_1103,pre,grad,-5.5966725435576616e-11,4.218659615733046e-11,9.815332159290708e-11
prek_1103,pre,grad,-5.0928843474322744e-11,4.384253632534983e-11,9.477137979967257e-11
prek_1103,pre,grad,-5.48527365161126e-11,4.308891798391976e-11,9.794165450003237e-11
prek_1103,pre,grad,-4.51045024169925e-11,3.815206753876798e-11,8.325656995576047e-11
prek_1103,pre,grad,-5.0269016563722714e-11,4.135169913589623e-11,9.162071569961894e-11
prek_1103,pre,grad,-4.717174517631016e-11,4.6193825968358244e-11,9.33655711446684e-11
prek_1103,pre,grad,-4.5088075980518194e-11,4.501213966488406e-11,9.010021564540225e-11
prek_1103,pre,grad,-5.941497526818999e-11,4.778406645787851e-11,1.071990417260685e-10
prek_1103,pre,grad,-4.999995538123507e-11,4.266396459456926e-11,9.266391997580433e-11
prek_1103,pre,grad,-5.0866158531959904e-11,7.297777443434034e-11,1.2384393296630025e-10
prek_1103,pre,grad,-5.944191977999855e-11,6.256477671215527e-11,1.2200669649215383e-10
prek_1103,pre,grad,-6.812477544692836e-11,4.066969792860624e-11,1.087944733755346e-10
prek_1103,pre,grad,-8.059679510379962e-11,4.6440225530111566e-11,1.2703702063391117e-10
prek_1103,pre,grad,-3.7031101811771714e-11,4.343060720934385e-11,8.046170902111557e-11
prek_1103,pre,grad,-4.935921543301766e-11,6.829991800856296e-11,1.1765913344158062e-10
prek_1103,pre,grad,-5.4403160027934163e-11,6.647896582486517e-11,1.2088212585279933e-10
prek_1103,pre,grad,-4.550514762053381e-11,4.478296262090528e-11,9.028811024143909e-11
prek_1103,pre,grad,-4.786263310830496e-11,3.610570964755828e-11,8.396834275586324e-11
prek_1103,pre,grad,-6.065923753465467e-11,5.172004254268101e-11,1.1237928007733568e-10
prek_1103,pre,grad,-6.400192479968957e-11,5.4157747342412554e-11,1.1815967214210213e-10
prek_1103,pre,grad,-5.23963080214998e-11,6.762351938511391e-11,1.200198274066137e-10
prek_1103,pre,grad,-5.25645434976009e-11,5.261520007903685e-11,1.0517974357663774e-10
prek_1103,pre,grad,-5.3766176369322555e-11,3.358843645412893e-11,8.735461282345149e-11
prek_1103,pre,grad,-7.346321246486506e-11,3.849220400961188e-11,1.1195541647447694e-10
prek_1103,pre,grad,-4.3810727709546535e-11,6.733337049544511e-11,1.1114409820499164e-10
prek_1103,pre,grad,-4.621385422905783e-11,3.9606474446574954e-11,8.582032867563278e-11
prek_1103,pre,grad,-4.957179655885226e-11,3.400736654397231e-11,8.357916310282457e-11
prek_1103,pre,grad,-5.2699665835780263e-11,4.074755631158071e-11,9.344722214736097e-11
prek_1103,pre,grad,-8.31319446427248e-11,4.078746155697907e-11,1.2391940619970387e-10
prek_1103,pre,grad,-8.145825821783778e-11,5.459481093287085e-11,1.3605306915070863e-10
prek_1103,pre,grad,-8.932028241618188e-11,3.940119086282628e-11,1.2872147327900816e-10
prek_1103,pre,grad,-4.734870999133077e-11,5.1255671120610534e-11,9.860438111194131e-11
prek_1103,pre,grad,-4.9703335158117163e-11,5.220184224550106e-11,1.0190517740361822e-10
prek_1103,pre,grad,-4.981654348563418e-11,5.764845704105597e-11,1.0746500052669014e-10
prek_1103,pre,grad,-4.6060017336035084e-11,4.6931547550638134e-11,9.299156488667322e-11
prek_1103,pre,grad,-5.6535787759758695e-11,4.865215541708434e-11,1.0518794317684303e-10
prek_1103,pre,grad,-5.879241732587267e-11,4.2444149410859403e-11,1.0123656673673207e-10
prek_1103,pre,grad,-3.945561268669054e-11,7.722441497824886e-11,1.166800276649394e-10
prek_1103,pre,grad,-5.929082205164077e-11,5.081365560224834e-11,1.1010447765388912e-10
prek_1103,pre,grad,-5.214794701698116e-11,6.028171715677738e-11,1.1242966417375853e-10
prek_1103,pre,grad,-5.931233655496014e-11,5.5326394135257424e-11,1.1463873069021757e-10
prek_1103,pre,grad,-4.3886503620558425e-11,4.7709819157659256e-11,9.159632277821768e-11
prek_1103,pre,grad,-8.481812551500014e-11,6.668754250847998e-11,1.5150566802348012e-10
prek_1103,pre,grad,-8.423570292400201e-11,4.789378797063713e-11,1.3212949089463915e-10
prek_1103,pre,grad,-5.949712257875186e-11,6.566321949401753e-11,1.251603420727694e-10
prek_1103,pre,grad,-4.146012214289337e-11,4.921891727999661e-11,9.067903942288997e-11
prek_1103,pre,grad,-5.469912061167825e-11,5.143574745681695e-11,1.061348680684952e-10
prek_1103,pre,grad,-9.168081577715591e-11,5.531795550028909e-11,1.46998771277445e-10
prek_1103,pre,grad,-6.301058781017653e-11,6.602590253752214e-11,1.2903649034769868e-10
prek_1103,pre,grad,-4.6256889265847775e-11,5.883876365660068e-11,1.0509565292244845e-10
prek_1103,pre,grad,-5.098581987038947e-11,6.70493296697767e-11,1.1803514954016615e-10
prek_1103,pre,grad,-6.023832499369631e-11,4.031864988111738e-11,1.0055697487481369e-10
prek_1103,pre,grad,-4.8815838524951436e-11,4.9857768492473746e-11,9.867360701742518e-11
prek_1103,pre,grad,-5.1196945124851064e-11,7.494305042620167e-11,1.2613999555105275e-10
prek_1103,pre,grad,-4.845068557224852e-11,4.480257318605456e-11,9.325325875830309e-11
prek_1103,pre,grad,-6.669695587700533e-11,6.188920741468236e-11,1.2858616329168767e-10
prek_1103,pre,grad,-4.8025686759299366e-11,5.1539536460512224e-11,9.956522321981159e-11
prek_1103,pre,grad,-4.915447072534689e-11,5.776181667794323e-11,1.0691628740329011e-10
prek_1103,pre,grad,-5.7654105023454183e-11,4.871671998440251e-11,1.0637082500785669e-10
prek_1103,pre,grad,-7.478038425767034e-11,4.5270083422476564e-11,1.200504676801469e-10
prek_1103,pre,grad,-5.0793799867071736e-11,4.917509832230696e-11,9.99688981893787e-11
prek_1103,pre,grad,-4.242221722820352e-11,5.350050221365817e-11,9.592271944186169e-11
prek_1103,pre,grad,-5.718212424244723e-11,3.7445055855229175e-11,9.46271800976764e-11
prek_1103,pre,grad,-1.1597375461437359e-10,1.042816318349472e-10,2.2025538644932077e-10
prek_1103,pre,grad,-3.7237632389901096e-11,6.836727641018223e-11,1.0560490880008333e-10
prek_1103,pre,grad,-3.444385205583243e-11,5.2748445712210107e-11,8.719229776804254e-11
prek_1103,pre,grad,-6.328973738373182e-11,3.9306972741626687e-11,1.0259671012535851e-10
prek_1103,pre,grad,-4.614985570712106e-11,5.2964662031056974e-11,9.911451773817804e-11
prek_1103,pre,grad,-8.739640688161098e-11,5.530837863167587e-11,1.4270478551328684e-10
prek_1103,pre,grad,-4.4475249194107245e-11,4.1693010066082974e-11,8.616825926019021e-11
prek_1103,pre,grad,-3.703690728654846e-11,4.599592481638423e-11,8.303283210293268e-11
prek_1103,pre,grad,-5.1938976878368275e-11,4.648987409499009e-11,9.842885097335837e-11
prek_1103,pre,grad,-5.0757347966978725e-11,5.740378271923803e-11,1.0816113068621676e-10
prek_1103,pre,grad,-4.885297732249823e-11,5.83587316099342e-11,1.0721170893243243e-10
prek_1103,pre,grad,-5.496207655477375e-11,5.788387540892089e-11,1.1284595196369465e-10
prek_1103,pre,grad,-7.43782498132523e-11,5.1010282446644335e-11,1.2538853225989663e-10
prek_1103,pre,grad,-8.111451081171602e-11,6.58735456032213e-11,1.469880564149373e-10
prek_1103,pre,grad,-6.023733218704649e-11,6.300194924833153e-11,1.23239281435378e-10
prek_1103,pre,grad,-5.86018016554314e-11,6.327069260821213e-11,1.2187249426364352e-10
prek_1103,pre,grad,-6.254483015341287e-11,4.4830165553364094e-11,1.0737499570677696e-10
prek_1103,pre,grad,-1.0501503723025808e-10,7.290057279563524e-11,1.7791561002589332e-10
prek_1103,pre,grad,-5.4991055156809576e-11,6.261703736658745e-11,1.17608092523397e-10
prek_1103,pre,grad,-1.0596557300385647e-10,4.667267439671791e-11,1.5263824740057437e-10
prek_1103,pre,grad,-7.222091744294125e-11,5.33997824533128e-11,1.2562069989625404e-10
prek_1103,pre,grad,-8.373762512079145e-11,6.381732643482415e-11,1.475549515556156e-10
prek_1103,pre,grad,-4.290273966075662e-11,5.473592021083785e-11,9.763865987159447e-11
prek_1103,pre,grad,-7.409689074279215e-11,6.252705674772744e-11,1.3662394749051958e-10
prek_1103,pre,grad,-6.543802560353743e-11,7.10551823376113e-11,1.3649320794114874e-10
prek_1110,pre,mag,-1.6431836011235669e-12,1.5394454163695495e-12,3.1826290174931166e-12
prek_1110,pre,mag,-1.7453681047015985e-12,1.403734581964154e-12,3.1491026866657523e-12
prek_1110,pre,mag,-1.561211940587908e-12,1.7202699704634686e-12,3.2814819110513767e-12
prek_1110,pre,mag,-2.17541365784459e-12,1.764477604550651e-12,3.939891262395241e-12
prek_1110,pre,mag,-1.973199667136172e-12,1.653181059595444e-12,3.626380726731616e-12
prek_1110,pre,mag,-2.1343945151555316e-12,1.381932433915243e-12,3.5163269490707745e-12
prek_1110,pre,mag,-1.6513337296914826e-12,1.7340117523940095e-12,3.3853454820854923e-12
prek_1110,pre,mag,-1.5385320841953314e-12,1.6357185517483747e-12,3.1742506359437062e-12
prek_1110,pre,mag,-1.3966592619594435e-12,1.596423972447102e-12,2.9930832344065455e-12
prek_1110,pre,mag,-1.6072921981510912e-12,1.5535423818960127e-12,3.1608345800471037e-12
prek_1110,pre,mag,-1.5192294919248905e-12,1.8143998151050578e-12,3.333629307029948e-12
prek_1110,pre,mag,-1.494912363211234e-12,1.5209856759561643e-12,3.0158980391673984e-12
prek_1110,pre,mag,-1.3834851839848215e-12,1.8924730798002855e-12,3.275958263785107e-12
prek_1110,pre,mag,-1.2441143148282974e-12,1.9031819859519314e-12,3.147296300780229e-12
prek_1110,pre,mag,-2.134272829232636e-12,1.3580648688818785e-12,3.4923376981145144e-12
prek_1110,pre,mag,-1.1192991604892251e-12,2.185121324762421e-12,3.304420485251646e-12
prek_1110,pre,mag,-1.5086939356074715e-12,1.5761275435085376e-12,3.084821479116009e-12
prek_1110,pre,mag,-2.2318659941923693e-12,1.550708617878313e-12,3.782574612070682e-12
prek_1110,pre,mag,-2.2932650043581234e-12,2.15280336060863e-12,4.446068364966753e-12
prek_1110,pre,mag,-1.9766560479780066e-12,1.5141700761315765e-12,3.490826124109583e-12
prek_1110,pre,mag,-1.76266204439824e-12,1.7443172032003127e-12,3.506979247598553e-12
prek_1110,pre,mag,-2.712905787905448e-12,1.4970505670431943e-12,4.209956354948643e-12
prek_1110,pre,mag,-1.7573843950125454e-12,1.8511098524438874e-12,3.6084942474564327e-12
prek_1110,pre,mag,-2.3791250389108286e-12,2.254801247447678e-12,4.633926286358507e-12
prek_1110,pre,mag,-1.7773126856719676e-12,1.7239421145353034e-12,3.5012548002072707e-12
prek_1110,pre,mag,-2.2144313982920634e-12,1.6483662473080534e-12,3.862797645600117e-12
prek_1110,pre,mag,-2.086542494953813e-12,2.0013962225053345e-12,4.0879387174591474e-12
prek_1110,pre,mag,-1.6871831843534788e-12,1.5749066828212012e-12,3.2620898671746798e-12
prek_1110,pre,mag,-1.6831012580642859e-12,1.938903895929275e-12,3.622005153993561e-12
prek_1110,pre,mag,-1.8396592689511907e-12,1.7577400455150457e-12,3.5973993144662366e-12
prek_1110,pre,mag,-1.8020954260963398e-12,1.291118932837856e-12,3.093214358934196e-12
prek_1110,pre,mag,-1.2233882083146483e-12,1.9987077375050778e-12,3.222095945819726e-12
prek_1110,pre,mag,-1.5180275985443483e-12,1.8567038225006e-12,3.3747314210449483e-12
prek_1110,pre,mag,-2.015530667755295e-12,1.2569035914993002e-12,3.2724342592545953e-12
prek_1110,pre,mag,-1.7034297642450989e-12,2.4217979613737424e-12,4.125227725618841e-12
prek_1110,pre,mag,-1.761859755573684e-12,1.6420039211768741e-12,3.4038636767505582e-12
prek_1110,pre,mag,-1.9134889781424264e-12,2.1395716059675867e-12,4.053060584110013e-12
prek_1110,pre,mag,-1.9565812432199814e-12,1.952908481649952e-12,3.9094897248699335e-12
prek_1110,pre,mag,-1.547507942686001e-12,1.296878852003267e-12,2.8443867946892678e-12
prek_1110,pre,mag,-2.699386863224375e-12,1.5564720796976586e-12,4.255858942922033e-12
prek_1110,pre,mag,-1.0695818370119027e-12,2.1336011693505236e-12,3.2031830063624263e-12
prek_1110,pre,mag,-2.1091046745070737e-12,1.443092700477034e-12,3.5521973749841077e-12
prek_1110,pre,mag,-1.7760767098286834e-12,1.3951245488983673e-12,3.1712012587270507e-12
prek_1110,pre,mag,-2.664446114032379e-12,1.8739127820262386e-12,4.5383588960586175e-12
prek_1110,pre,mag,-1.2321584822590505e-12,1.2853429766226024e-12,2.517501458881653e-12
prek_1110,pre,mag,-1.975530344957239e-12,1.7740074479854882e-12,3.749537792942727e-12
prek_1110,pre,mag,-1.9265074361885453e-12,1.7606734361338866e-12,3.687180872322432e-12
prek_1110,pre,mag,-1.831224594103516e-12,1.957807193172792e-12,3.789031787276308e-12
prek_1110,pre,mag,-1.2483295703851014e-12,2.1103741175980187e-12,3.35870368798312e-12
prek_1110,pre,mag,-1.1399737505009271e-12,1.7031524669842516e-12,2.843126217485179e-12
prek_1110,pre,mag,-1.5514260802457896e-12,1.4708446186608243e-12,3.0222706989066136e-12
prek_1110,pre,mag,-1.6038971984194451e-12,1.8408846054598734e-12,3.4447818038793188e-12
prek_1110,pre,mag,-1.7263239979180209e-12,1.4492546860490133e-12,3.175578683967034e-12
prek_1110,pre,mag,-1.6572049977945548e-12,1.7738689507295763e-12,3.4310739485241314e-12
prek_1110,pre,mag,-1.6446937956930062e-12,1.7019265166010698e-12,3.346620312294076e-12
prek_1110,pre,mag,-2.339985155195511e-12,1.4979122293429778e-12,3.837897384538489e-12
prek_1110,pre,mag,-1.6283324662057092e-12,1.921962673944363e-12,3.550295140150072e-12
prek_1110,pre,mag,-1.9698140760956367e-12,1.888324218370707e-12,3.858138294466344e-12
prek_1110,pre,mag,-1.3873860521874524e-12,1.460844693560113e-12,2.8482307457475653e-12
prek_1110,pre,mag,-1.749156075252273e-12,2.2044186699303345e-12,3.953574745182607e-12
prek_1110,pre,mag,-2.4947922234131568e-12,1.494147087657066e-12,3.9889393110702225e-12
prek_1110,pre,mag,-1.4118379780392254e-12,1.5074761601182582e-12,2.9193141381574834e-12
prek_1110,pre,mag,-1.7882734462359512e-12,1.3041045401774753e-12,3.0923779864134262e-12
prek_1110,pre,mag,-2.0193335929769257e-12,1.6761484013476777e-12,3.6954819943246034e-12
prek_1110,pre,mag,-1.4899212684348199e-12,1.7379231041377867e-12,3.2278443725726064e-12
prek_1110,pre,mag,-1.682119448398508e-12,1.408856152289868e-12,3.090975600688376e-12
prek_1110,pre,mag,-1.4955719936062865e-12,2.038579739500718e-12,3.5341517331070046e-12
prek_1110,pre,mag,-1.879034817420407e-12,1.7850029107941086e-12,3.664037728214516e-12
prek_1110,pre,mag,-1.8832820739406547e-12,2.06280371976476e-12,3.946085793705415e-12
prek_1110,pre,mag,-1.8773642260760335e-12,1.936441816795874e-12,3.813806042871908e-12
prek_1110,pre,mag,-1.6861787032765172e-12,1.4470984388608531e-12,3.13327714213737e-12
prek_1110,pre,mag,-1.3652907197283924e-12,1.6366195460060989e-12,3.0019102657344913e-12
prek_1110,pre,mag,-1.92281231045277e-12,1.5593434801801133e-12,3.4821557906328833e-12
prek_1110,pre,mag,-2.2534537665606805e-12,1.7037871022537898e-12,3.9572408688144705e-12
prek_1110,pre,mag,-1.4001265957704743e-12,1.5610990472296483e-12,2.9612256430001224e-12
prek_1110,pre,mag,-1.7971678722003742e-12,1.6689520056648e-12,3.466119877865174e-12
prek_1110,pre,mag,-1.7675886755400086e-12,1.6995753244618672e-12,3.4671640000018755e-12
prek_1110,pre,mag,-1.680520882887944e-12,2.284646333616123e-12,3.965167216504067e-12
prek_1110,pre,mag,-1.7365910450323373e-12,2.1216490397561503e-12,3.858240084788487e-12
prek_1110,pre,mag,-1.698863104808172e-12,2.251833610915993e-12,3.950696715724165e-12
prek_1110,pre,mag,-1.6626336357948682e-12,1.6916107302406681e-12,3.354244366035536e-12
prek_1110,pre,mag,-2.0667417506538943e-12,1.306020811713566e-12,3.3727625623674606e-12
prek_1110,pre,mag,-1.5668398363847831e-12,1.6064161870261264e-12,3.1732560234109096e-12
prek_1110,pre,mag,-1.6535667827086403e-12,2.139927254503838e-12,3.793494037212478e-12
prek_1110,pre,mag,-1.437015540718803e-12,1.6929904493075786e-12,3.1300059900263817e-12
prek_1110,pre,mag,-2.522664592894202e-12,1.3398019273473135e-12,3.862466520241516e-12
prek_1110,pre,mag,-1.4236619468318376e-12,1.6711301535562977e-12,3.0947921003881355e-12
prek_1110,pre,mag,-2.089096334465349e-12,1.6628666715199274e-12,3.751963005985276e-12
prek_1110,pre,mag,-1.471820414113272e-12,2.1821387278149945e-12,3.653959141928266e-12
prek_1110,pre,mag,-2.0564898170718234e-12,1.7266568198728904e-12,3.7831466369447136e-12
prek_1110,pre,mag,-1.5568644345441162e-12,1.4527587255322225e-12,3.0096231600763387e-12
prek_1110,pre,mag,-1.793873582866825e-12,1.6899635874006287e-12,3.483837170267454e-12
