subj,timepoint,ch_type,min,max,ptp_ampl
prek_1676,pre,mag,-1.4711774414590122e-12,1.3145563520253646e-12,2.785733793484377e-12
prek_1676,pre,mag,-1.1592920713588275e-12,1.928213495157061e-12,3.0875055665158883e-12
prek_1676,pre,mag,-1.043673085594177e-12,1.0380799636719876e-12,2.0817530492661646e-12
prek_1676,pre,mag,-1.1680546375004947e-12,1.524230459575774e-12,2.6922850970762688e-12
prek_1676,pre,mag,-2.4179436700761494e-12,2.6381414668348052e-12,5.056085136910954e-12
prek_1676,pre,mag,-1.2643684099396097e-12,1.5509467449526242e-12,2.815315154892234e-12
prek_1676,pre,mag,-1.848455142857204e-12,1.8027803541481701e-12,3.651235497005374e-12
prek_1676,pre,mag,-9.529908342201948e-13,1.2755211062500996e-12,2.228511940470294e-12
prek_1676,pre,mag,-1.2692255581999661e-12,9.91528465963155e-13,2.2607540241631214e-12
prek_1676,pre,mag,-1.1575015750567767e-12,1.0330627289766106e-12,2.190564304033387e-12
prek_1676,pre,mag,-1.6577739415735355e-12,1.4807743717094647e-12,3.138548313283e-12
prek_1676,pre,mag,-1.0369826428507404e-12,1.3412175770420872e-12,2.3782002198928276e-12
prek_1676,pre,mag,-1.615594392270939e-12,1.3579254547496663e-12,2.9735198470206052e-12
prek_1676,pre,mag,-1.252335849395223e-12,1.4503823933345066e-12,2.7027182427297297e-12
prek_1676,pre,mag,-1.0988520485132982e-12,1.5849815621707563e-12,2.6838336106840546e-12
prek_1676,pre,mag,-2.4979208750375826e-12,1.3319875558379288e-12,3.829908430875512e-12
prek_1676,pre,mag,-1.3281684270538548e-12,1.2726324345101147e-12,2.6008008615639693e-12
prek_1676,pre,mag,-1.086256401203417e-12,1.5945695489388116e-12,2.6808259501422283e-12
prek_1676,pre,mag,-1.4654849219431693e-12,1.2737666955660103e-12,2.7392516175091794e-12
prek_1676,pre,mag,-1.152242125050624e-12,1.5322390050779153e-12,2.6844811301285393e-12
prek_1676,pre,mag,-1.8594418151234415e-12,1.238735033883849e-12,3.0981768490072906e-12
prek_1676,pre,mag,-1.3363472420593463e-12,2.0940562808590466e-12,3.4304035229183927e-12
prek_1676,pre,grad,-5.679784187922276e-11,6.123954149064672e-11,1.1803738336986948e-10
prek_1676,pre,grad,-4.1127034939181796e-11,4.3010405888181787e-11,8.413744082736358e-11
prek_1676,pre,grad,-4.193999678936566e-11,2.8832991095517554e-11,7.077298788488321e-11
prek_1676,pre,grad,-2.7677874017795643e-11,2.608790286699835e-11,5.376577688479399e-11
prek_1676,pre,grad,-3.7563930340927056e-11,4.1450387893286625e-11,7.901431823421368e-11
prek_1676,pre,grad,-4.8006082252393036e-11,2.974872473338033e-11,7.775480698577336e-11
prek_1676,pre,grad,-3.3571658914231246e-11,4.1546440364188626e-11,7.511809927841987e-11
prek_1676,pre,grad,-4.0629565514059056e-11,3.251621728966778e-11,7.314578280372685e-11
prek_1676,pre,grad,-5.16294080746803e-11,3.997071345075025e-11,9.160012152543055e-11
prek_1676,pre,grad,-3.552378651396654e-11,5.343845284744889e-11,8.896223936141543e-11
prek_1676,pre,grad,-4.292213233686378e-11,4.0290990958473505e-11,8.321312329533728e-11
prek_1676,pre,grad,-3.847488767125206e-11,5.967891813619767e-11,9.815380580744973e-11
prek_1676,pre,grad,-2.8143513652402986e-11,2.9209909198214693e-11,5.7353422850617676e-11
prek_1676,pre,grad,-3.839983220044906e-11,4.269153266374119e-11,8.109136486419025e-11
prek_1676,pre,grad,-4.397927208912675e-11,3.7638698360565454e-11,8.16179704496922e-11
prek_1676,pre,grad,-4.093088640788008e-11,5.4090503906091934e-11,9.502139031397201e-11
prek_1676,pre,grad,-4.940643653353825e-11,5.230447493119588e-11,1.0171091146473413e-10
prek_1676,pre,grad,-4.30964184268212e-11,3.958780514618429e-11,8.268422357300549e-11
prek_1676,pre,grad,-3.807922159313039e-11,4.6934786269420574e-11,8.501400786255096e-11
prek_1676,pre,grad,-3.222267538772051e-11,3.5208839061983625e-11,6.743151444970413e-11
prek_1676,pre,grad,-2.642828754992801e-11,3.8248434770514654e-11,6.467672232044267e-11
prek_1676,pre,grad,-3.9490884022798976e-11,4.704655983906955e-11,8.653744386186853e-11
prek_1676,pre,grad,-4.3409431743744975e-11,3.897581684607765e-11,8.238524858982262e-11
prek_1676,pre,grad,-3.935287119306027e-11,4.5627448412784977e-11,8.498031960584525e-11
prek_1676,pre,grad,-3.572571327372287e-11,3.425629346095381e-11,6.998200673467668e-11
prek_1676,pre,grad,-4.603084802544527e-11,3.7665258486134395e-11,8.369610651157967e-11
prek_1676,pre,grad,-3.32360142578133e-11,3.480801223775804e-11,6.804402649557134e-11
prek_1676,pre,grad,-3.1916614662461476e-11,3.2589968302685234e-11,6.450658296514671e-11
prek_1676,pre,grad,-4.0685606728356596e-11,3.800571568184545e-11,7.869132241020205e-11
prek_1676,pre,grad,-4.824387348609803e-11,4.147164812931397e-11,8.9715521615412e-11
prek_1676,pre,grad,-5.287186041777827e-11,5.241523763121328e-11,1.0528709804899155e-10
prek_1676,pre,grad,-4.032157073588991e-11,5.307666566637786e-11,9.339823640226777e-11
prek_1676,pre,grad,-3.8363002113693175e-11,3.377595872688104e-11,7.213896084057421e-11
prek_1676,pre,grad,-3.6387619609015925e-11,2.834333983136694e-11,6.473095944038286e-11
prek_1676,pre,grad,-5.1009616600356126e-11,5.031499970573138e-11,1.013246163060875e-10
prek_1676,pre,grad,-6.594261716412456e-11,4.6830900548368256e-11,1.1277351771249282e-10
prek_1676,pre,grad,-4.078629021881334e-11,3.561865237921996e-11,7.640494259803329e-11
prek_1676,pre,grad,-4.910170144093095e-11,5.899800953961202e-11,1.0809971098054297e-10
prek_1676,pre,grad,-4.2447360839504616e-11,3.839413573157792e-11,8.084149657108253e-11
prek_1676,pre,grad,-3.651160330793861e-11,3.623060747413511e-11,7.274221078207373e-11
prek_1676,pre,grad,-3.5030378990349484e-11,4.086433922773885e-11,7.589471821808833e-11
prek_1676,pre,grad,-3.502789097149291e-11,4.2555120933209806e-11,7.758301190470272e-11
prek_1676,pre,grad,-5.934380332609193e-11,4.036030161860199e-11,9.970410494469392e-11
prek_1676,pre,grad,-2.93651052683214e-11,4.762306502561677e-11,7.698817029393817e-11
prek_1676,pre,grad,-3.4200990819733866e-11,4.60636554660574e-11,8.026464628579126e-11
prek_1676,pre,grad,-5.146494394584632e-11,3.6088611274418455e-11,8.755355522026477e-11
prek_1676,pre,grad,-5.5869026451777283e-11,5.3030034811103475e-11,1.0889906126288077e-10
prek_1676,pre,grad,-4.9047458234147703e-11,4.066496397715097e-11,8.971242221129867e-11
prek_1676,pre,grad,-3.743403219115088e-11,3.791007802055869e-11,7.534411021170956e-11
prek_1676,pre,grad,-4.143551727814769e-11,4.137848937169447e-11,8.281400664984216e-11
prek_1676,pre,grad,-4.0365235288359305e-11,3.870985806900378e-11,7.907509335736308e-11
prek_1676,pre,grad,-3.9598374687661295e-11,3.428428835394523e-11,7.388266304160653e-11
prek_1676,pre,grad,-4.582391185111512e-11,5.477352519096936e-11,1.0059743704208448e-10
prek_1676,pre,grad,-4.1328075171766976e-11,4.0395569787597544e-11,8.172364495936453e-11
prek_1676,pre,grad,-3.870009661019372e-11,5.7019070609524255e-11,9.571916721971797e-11
prek_1676,pre,grad,-2.371719086239494e-10,2.2160019310802637e-10,4.5877210173197574e-10
prek_1676,pre,grad,-1.595319262708995e-10,1.125243062810571e-10,2.720562325519566e-10
prek_1676,pre,grad,-8.27895288935579e-11,6.519622073867947e-11,1.4798574963223737e-10
prek_1676,pre,grad,-6.314215061475784e-11,4.9611072338394156e-11,1.12753222953152e-10
prek_1676,pre,grad,-4.33553156455027e-11,4.8965991960721244e-11,9.232130760622394e-11
prek_1676,pre,grad,-3.794468041433016e-11,3.377946677163009e-11,7.172414718596025e-11
prek_1676,pre,grad,-3.926161922050491e-11,5.8125177794553835e-11,9.738679701505874e-11
prek_1676,pre,grad,-5.406903180842011e-11,4.6396839416866995e-11,1.004658712252871e-10
prek_1676,pre,grad,-5.0645595654346365e-11,4.1030852491184203e-11,9.167644814553057e-11
prek_1676,pre,grad,-3.1787845527936475e-11,4.130980224292546e-11,7.309764777086193e-11
prek_1676,pre,grad,-5.946778076424217e-11,3.387520140137363e-11,9.33429821656158e-11
prek_1676,pre,grad,-4.488210839882048e-11,3.335487659728195e-11,7.823698499610243e-11
prek_1676,pre,grad,-3.136485045257635e-11,3.3895647414429974e-11,6.526049786700632e-11
prek_1676,pre,grad,-7.579622009292331e-11,6.934531965394241e-11,1.4514153974686574e-10
prek_1676,pre,grad,-7.736293934357543e-11,4.75637730311951e-11,1.2492671237477053e-10
prek_1676,pre,grad,-4.189018477877764e-11,4.1460730500372564e-11,8.335091527915021e-11
prek_1676,pre,grad,-2.6994402396220115e-10,1.9105038982836106e-10,4.609944137905622e-10
prek_1676,pre,grad,-1.566178458364164e-10,1.4375369836759495e-10,3.0037154420401136e-10
prek_1676,pre,grad,-1.0892883288461483e-10,8.90936659492233e-11,1.980224988338381e-10
prek_1676,pre,grad,-6.069367654805008e-11,5.1729770653713544e-11,1.1242344720176362e-10
prek_1676,pre,grad,-6.121260881425326e-11,5.625109918536379e-11,1.1746370799961704e-10
prek_1676,pre,grad,-9.780219478372792e-11,5.923351869953574e-11,1.5703571348326366e-10
prek_1676,pre,grad,-3.301029979439109e-11,4.0404613960387805e-11,7.34149137547789e-11
prek_1676,pre,grad,-4.317460059520481e-11,4.357656550032308e-11,8.67511660955279e-11
prek_1676,pre,grad,-5.451182221465157e-11,4.02172520848025e-11,9.472907429945408e-11
prek_1676,pre,grad,-3.272185800216482e-11,2.7325742348057305e-11,6.004760035022212e-11
prek_1676,pre,grad,-3.592374159560419e-11,3.959375579809195e-11,7.551749739369614e-11
prek_1676,pre,grad,-8.656421260170385e-11,7.656041410802179e-11,1.6312462670972564e-10
prek_1676,pre,grad,-3.9616081515017733e-11,5.068921489094212e-11,9.030529640595984e-11
prek_1676,pre,grad,-7.358956305927218e-11,7.542026147822683e-11,1.49009824537499e-10
prek_1676,pre,grad,-3.7710975167691365e-11,3.590969115840424e-11,7.36206663260956e-11
prek_1676,pre,grad,-3.3140098015279997e-11,3.187234163504763e-11,6.501243965032762e-11
prek_1676,pre,grad,-2.5774971242690332e-11,4.044590855719042e-11,6.622087979988076e-11
prek_1676,pre,grad,-4.745776556647672e-11,5.889937226949666e-11,1.0635713783597338e-10
prek_1676,pre,grad,-4.086439372662246e-11,3.7701534844933114e-11,7.856592857155557e-11
prek_1676,pre,grad,-4.966023357840991e-11,4.5526985974561393e-11,9.518721955297131e-11
prek_1676,pre,grad,-4.447523405900219e-11,4.207460153968259e-11,8.654983559868478e-11
prek_1676,pre,grad,-4.1407361994378324e-11,5.3203506701918115e-11,9.461086869629644e-11
prek_1676,pre,grad,-4.034709278005943e-11,6.635204012224147e-11,1.0669913290230091e-10
prek_1676,pre,grad,-4.6359110368471286e-11,4.5711363396187746e-11,9.207047376465903e-11
prek_1676,pre,grad,-5.825521504835566e-11,4.46353274624413e-11,1.0289054251079696e-10
prek_1676,pre,grad,-3.1906217525276055e-11,4.245073873706866e-11,7.435695626234472e-11
prek_1676,pre,grad,-5.676198644382332e-11,3.265904883562595e-11,8.942103527944927e-11
prek_1676,pre,grad,-3.973573995880134e-11,5.126676729084833e-11,9.100250724964968e-11
prek_1676,pre,grad,-3.046410265308766e-11,4.526093338980971e-11,7.572503604289736e-11
prek_1691,pre,mag,-1.4892645723293239e-12,1.2824727346395863e-12,2.7717373069689103e-12
prek_1691,pre,mag,-1.3094350847581777e-12,1.1059616815549494e-12,2.415396766313127e-12
prek_1691,pre,mag,-1.735914141035529e-12,1.556404840009428e-12,3.292318981044957e-12
prek_1691,pre,mag,-1.5369800881814018e-12,1.5672816972405418e-12,3.1042617854219435e-12
prek_1691,pre,mag,-1.214772710870593e-12,1.4003877019322601e-12,2.615160412802853e-12
prek_1691,pre,mag,-1.7345213187941499e-12,1.1028009532067584e-12,2.8373222720009084e-12
prek_1691,pre,mag,-1.4848475061021011e-12,1.0897543469178858e-12,2.574601853019987e-12
prek_1691,pre,mag,-1.0781163772318201e-12,1.3749514924423136e-12,2.4530678696741336e-12
prek_1691,pre,mag,-1.0715809311257726e-12,1.5081905372365165e-12,2.579771468362289e-12
prek_1691,pre,mag,-8.638843232878805e-13,1.1725324696032587e-12,2.0364167928911392e-12
prek_1691,pre,mag,-1.3838897389381088e-12,1.654967316774583e-12,3.038857055712692e-12
prek_1691,pre,mag,-1.5612839609393247e-12,9.699710747545404e-13,2.531255035693865e-12
prek_1691,pre,mag,-1.3876997528414853e-12,1.2825272535574698e-12,2.6702270063989552e-12
prek_1691,pre,mag,-2.1265932443328087e-12,1.8001677580693572e-12,3.9267610024021655e-12
prek_1691,pre,mag,-1.2323214100589694e-12,1.068341775810356e-12,2.3006631858693255e-12
prek_1691,pre,mag,-1.3428300190995275e-12,1.1333561799662506e-12,2.4761861990657783e-12
prek_1691,pre,mag,-1.8783321575998262e-12,1.7338535130697325e-12,3.6121856706695585e-12
prek_1691,pre,mag,-1.0942406570029086e-12,1.1674054136635004e-12,2.2616460706664088e-12
prek_1691,pre,mag,-2.0298449416491656e-12,1.6088188868354807e-12,3.638663828484646e-12
prek_1691,pre,mag,-2.473050677971174e-12,1.7706374091119538e-12,4.243688087083128e-12
prek_1691,pre,mag,-1.4218958970233325e-12,1.2944477676052753e-12,2.7163436646286077e-12
prek_1691,pre,mag,-1.6848171966549322e-12,1.3420257085033612e-12,3.026842905158293e-12
prek_1691,pre,mag,-1.5739691290887666e-12,1.3686084514535644e-12,2.942577580542331e-12
prek_1691,pre,mag,-1.4059886177466145e-12,9.504766230337403e-13,2.3564652407803548e-12
prek_1691,pre,mag,-1.4289459227869847e-12,1.701159085097224e-12,3.130105007884209e-12
prek_1691,pre,mag,-1.3238439005632278e-12,1.0372017987573462e-12,2.361045699320574e-12
prek_1691,pre,mag,-1.7181794248104376e-12,1.505190203051521e-12,3.223369627861959e-12
prek_1691,pre,mag,-1.1525215149591172e-12,2.1887010872973326e-12,3.34122260225645e-12
prek_1691,pre,mag,-1.2358453562026287e-12,1.6229493300938102e-12,2.858794686296439e-12
prek_1691,pre,mag,-1.3067998077981204e-12,1.415974660997018e-12,2.7227744687951384e-12
prek_1691,pre,mag,-1.3078885038667692e-12,9.284045023440048e-13,2.2362930062107742e-12
prek_1691,pre,mag,-1.3717694837874303e-12,1.2430506869847649e-12,2.614820170772195e-12
prek_1691,pre,mag,-1.382569231857911e-12,1.3063767550908383e-12,2.688945986948749e-12
prek_1691,pre,mag,-1.2634006336640368e-12,1.1035598230652822e-12,2.366960456729319e-12
prek_1691,pre,mag,-1.6276282656429592e-12,1.5612841190497053e-12,3.1889123846926647e-12
prek_1691,pre,mag,-1.660061130499741e-12,1.317758413052437e-12,2.977819543552178e-12
prek_1691,pre,mag,-1.451430829845837e-12,1.6985046746887662e-12,3.1499355045346033e-12
prek_1691,pre,mag,-1.3286540861367237e-12,1.4582919143870604e-12,2.7869460005237843e-12
prek_1691,pre,mag,-1.0892999956224732e-12,1.501762508105734e-12,2.591062503728207e-12
prek_1691,pre,mag,-1.6721310914579567e-12,1.4079036698131634e-12,3.08003476127112e-12
prek_1691,pre,mag,-1.3622712627144516e-12,1.568003948655173e-12,2.9302752113696245e-12
prek_1691,pre,mag,-1.3596685228790677e-12,1.0868715408724187e-12,2.4465400637514865e-12
prek_1691,pre,mag,-1.9001307554574828e-12,1.3949635508251427e-12,3.2950943062826253e-12
prek_1691,pre,mag,-1.270052911686694e-12,1.0103495563094516e-12,2.2804024679961455e-12
prek_1691,pre,mag,-1.3394178961902312e-12,1.234844884116819e-12,2.5742627803070502e-12
prek_1691,pre,mag,-1.536503846231898e-12,1.2941729376864497e-12,2.8306767839183475e-12
prek_1691,pre,mag,-1.1822279411951205e-12,1.3840970136621944e-12,2.5663249548573148e-12
prek_1691,pre,mag,-1.5138543726489045e-12,1.5116882426310985e-12,3.025542615280003e-12
prek_1691,pre,mag,-1.7476565146592187e-12,1.2481071754429681e-12,2.995763690102187e-12
prek_1691,pre,mag,-1.7638068770198977e-12,1.3242874479490402e-12,3.088094324968938e-12
prek_1691,pre,mag,-2.0365889729340447e-12,2.048848794821499e-12,4.085437767755544e-12
prek_1691,pre,mag,-1.3664395551939799e-12,1.107786956264531e-12,2.4742265114585106e-12
prek_1691,pre,mag,-1.5234286305152103e-12,1.7111102756105036e-12,3.2345389061257137e-12
prek_1691,pre,mag,-1.2278729798832412e-12,1.7046321224299638e-12,2.932505102313205e-12
prek_1691,pre,mag,-1.275695998793515e-12,9.222514598730326e-13,2.197947458666548e-12
prek_1691,pre,mag,-1.402602091890467e-12,1.4294513250812041e-12,2.832053416971671e-12
prek_1691,pre,mag,-1.0638257728492501e-12,1.4979631349585865e-12,2.561788907807837e-12
prek_1691,pre,mag,-1.0037641453797774e-12,1.1505003661440194e-12,2.1542645115237968e-12
prek_1691,pre,mag,-1.6895973044891407e-12,1.2311293268437634e-12,2.9207266313329043e-12
prek_1691,pre,mag,-1.3324668907258894e-12,1.3900537251206137e-12,2.7225206158465033e-12
prek_1691,pre,mag,-1.1025822586281497e-12,1.1382409332722065e-12,2.240823191900356e-12
prek_1691,pre,mag,-1.3000630170026685e-12,9.41195318920999e-13,2.2412583359236675e-12
prek_1691,pre,mag,-1.4193216846041164e-12,1.3786879538505056e-12,2.798009638454622e-12
prek_1691,pre,mag,-1.5830057541484825e-12,1.5975222177751468e-12,3.1805279719236293e-12
prek_1691,pre,mag,-1.0160442402657105e-12,1.5214756523869e-12,2.5375198926526104e-12
prek_1691,pre,mag,-1.3357607208862595e-12,1.969201796218672e-12,3.3049625171049314e-12
prek_1691,pre,mag,-1.0930358362975554e-12,1.046058206470607e-12,2.1390940427681625e-12
prek_1691,pre,mag,-8.275508267859513e-13,1.0298683851831039e-12,1.857419211969055e-12
prek_1691,pre,mag,-1.2143337706413756e-12,1.4001680853709227e-12,2.614501856012298e-12
prek_1691,pre,mag,-1.1732597232600446e-12,1.4129405450470696e-12,2.5862002683071142e-12
prek_1691,pre,mag,-1.6364625431481356e-12,1.3229805362856326e-12,2.9594430794337684e-12
prek_1691,pre,mag,-1.262097109480145e-12,1.0481287840632604e-12,2.3102258935434054e-12
prek_1691,pre,mag,-1.0850388542772257e-12,1.9257363013345296e-12,3.010775155611755e-12
prek_1691,pre,mag,-1.9132995978051907e-12,1.2053091687057436e-12,3.118608766510934e-12
prek_1691,pre,mag,-2.0383024447138984e-12,2.5932265513165443e-12,4.631528996030443e-12
prek_1691,pre,mag,-1.0900554783801727e-12,2.06539565274411e-12,3.1554511311242826e-12
prek_1691,pre,mag,-1.6875439097663865e-12,1.568280323741845e-12,3.2558242335082313e-12
prek_1691,pre,mag,-1.409219665490702e-12,1.4789110015008501e-12,2.888130666991552e-12
prek_1691,pre,mag,-2.0872553334547797e-12,2.832060045674737e-12,4.919315379129517e-12
prek_1691,pre,mag,-3.678020581202911e-12,4.1096742554042765e-12,7.787694836607188e-12
prek_1691,pre,mag,-1.485191431039502e-12,1.497210355276647e-12,2.982401786316149e-12
prek_1691,pre,mag,-1.3635993295110078e-12,1.4425231475614354e-12,2.8061224770724432e-12
prek_1691,pre,mag,-2.5237633004445155e-12,1.7468730433473692e-12,4.270636343791884e-12
prek_1691,pre,mag,-1.5136511137971591e-12,1.595849630969743e-12,3.109500744766902e-12
prek_1691,pre,mag,-1.128813198535817e-12,1.3159979090064668e-12,2.444811107542284e-12
prek_1691,pre,mag,-1.3339095365997034e-12,1.2988628217910754e-12,2.632772358390779e-12
prek_1691,pre,mag,-1.714351344730002e-12,1.4701313326936938e-12,3.184482677423696e-12
prek_1691,pre,mag,-1.1063094667437011e-12,1.4526409006974668e-12,2.558950367441168e-12
prek_1691,pre,mag,-1.4455058887513147e-12,1.311129436043602e-12,2.7566353247949165e-12
prek_1691,pre,mag,-1.3348480056367881e-12,1.3821674696002895e-12,2.7170154752370776e-12
prek_1691,pre,mag,-1.6025634437156508e-12,1.782433488287419e-12,3.38499693200307e-12
prek_1691,pre,mag,-1.5973830922261235e-12,1.6467713840787404e-12,3.244154476304864e-12
prek_1691,pre,mag,-1.2304703867302977e-12,1.9489653586822954e-12,3.1794357454125932e-12
prek_1691,pre,mag,-1.3001992123476891e-12,1.2671948503448444e-12,2.5673940626925335e-12
prek_1691,pre,mag,-2.209641261617963e-12,1.7013231765275642e-12,3.910964438145527e-12
prek_1691,pre,mag,-1.553476683375163e-12,9.356123757202902e-13,2.489089059095453e-12
prek_1691,pre,mag,-9.743259018832497e-13,1.2453670247515825e-12,2.2196929266348323e-12
prek_1691,pre,mag,-2.074234405074529e-12,1.8692779479039133e-12,3.943512352978443e-12
prek_1691,pre,mag,-1.4419742445632316e-12,1.590886603741846e-12,3.0328608483050776e-12
prek_1691,pre,mag,-1.8860556916073e-12,1.3424146750802238e-12,3.2284703666875236e-12
prek_1691,pre,grad,-5.752630143042851e-11,4.903418863485437e-11,1.0656049006528288e-10
prek_1691,pre,grad,-4.057260414370268e-11,4.4234331328663697e-11,8.480693547236638e-11
prek_1691,pre,grad,-7.111855745428927e-11,7.674453482612432e-11,1.478630922804136e-10
prek_1691,pre,grad,-6.590388626935912e-11,5.55792830905105e-11,1.2148316935986962e-10
prek_1691,pre,grad,-6.142934594089003e-11,5.37370286201246e-11,1.1516637456101464e-10
prek_1691,pre,grad,-6.730365338141596e-11,5.169706350799889e-11,1.1900071688941487e-10
prek_1691,pre,grad,-5.341831866141319e-11,5.006442912561711e-11,1.034827477870303e-10
prek_1691,pre,grad,-3.9830563462262494e-11,4.040078504537993e-11,8.023134850764242e-11
prek_1691,pre,grad,-5.49411736489265e-11,4.459264965232157e-11,9.953382330124807e-11
prek_1691,pre,grad,-3.8139467014223894e-11,4.0340975387648365e-11,7.848044240187227e-11
prek_1691,pre,grad,-4.311756362071859e-11,6.374433219162457e-11,1.0686189581234316e-10
prek_1691,pre,grad,-5.2250731326022294e-11,5.782848469940527e-11,1.1007921602542757e-10
prek_1691,pre,grad,-5.617050166748785e-11,5.447294590528206e-11,1.106434475727699e-10
prek_1691,pre,grad,-4.8036665066073944e-11,7.362400188754707e-11,1.2166066695362102e-10
prek_1691,pre,grad,-4.066408023187148e-11,3.889112088856894e-11,7.955520112044041e-11
prek_1691,pre,grad,-5.8014632855193e-11,4.9713856288251523e-11,1.0772848914344452e-10
prek_1691,pre,grad,-6.038595420809758e-11,8.653372704066865e-11,1.4691968124876623e-10
prek_1691,pre,grad,-3.719621066172723e-11,4.4836294816731683e-11,8.203250547845891e-11
prek_1691,pre,grad,-4.988206468085785e-11,7.502209227588505e-11,1.249041569567429e-10
prek_1691,pre,grad,-6.378246971483851e-11,7.660884880832475e-11,1.4039131852316327e-10
prek_1691,pre,grad,-5.8065198720770825e-11,5.734273265742554e-11,1.1540793137819637e-10
prek_1691,pre,grad,-4.292160246116682e-11,4.6135681088233847e-11,8.905728354940066e-11
prek_1691,pre,grad,-4.4640339802836773e-11,4.7288918566224815e-11,9.192925836906158e-11
prek_1691,pre,grad,-4.060526047182689e-11,5.507570272154308e-11,9.568096319336998e-11
prek_1691,pre,grad,-6.006895150880256e-11,3.9324891377442765e-11,9.939384288624533e-11
prek_1691,pre,grad,-4.487733815603501e-11,5.579963996294153e-11,1.0067697811897654e-10
prek_1691,pre,grad,-6.00981054934889e-11,7.372044790842277e-11,1.3381855340191167e-10
prek_1691,pre,grad,-7.503096642919646e-11,5.2311218621244916e-11,1.2734218505044138e-10
prek_1691,pre,grad,-6.465496804586067e-11,5.136891579976004e-11,1.1602388384562071e-10
prek_1691,pre,grad,-5.889750164482632e-11,4.1987472108793233e-11,1.0088497375361956e-10
prek_1691,pre,grad,-4.691890155127982e-11,5.609618758416292e-11,1.0301508913544273e-10
prek_1691,pre,grad,-5.872765582272584e-11,3.640301357867221e-11,9.513066940139806e-11
prek_1691,pre,grad,-5.445227295454316e-11,5.663506119434754e-11,1.110873341488907e-10
prek_1691,pre,grad,-4.3841240874951345e-11,5.1645601484108446e-11,9.548684235905979e-11
prek_1691,pre,grad,-9.270449779332118e-11,1.2028816550637864e-10,2.1299266329969984e-10
prek_1691,pre,grad,-6.454220837768697e-11,7.699396042559525e-11,1.4153616880328222e-10
prek_1691,pre,grad,-6.158860382920379e-11,7.610210823888414e-11,1.3769071206808794e-10
prek_1691,pre,grad,-4.7810687163978194e-11,5.998139159474841e-11,1.077920787587266e-10
prek_1691,pre,grad,-4.611266863238759e-11,6.069795041438715e-11,1.0681061904677474e-10
prek_1691,pre,grad,-3.815464331996332e-11,6.59120465824667e-11,1.0406668990243001e-10
prek_1691,pre,grad,-4.911226235357629e-11,6.573740621148077e-11,1.1484966856505707e-10
prek_1691,pre,grad,-4.726197103703257e-11,4.1402585692988317e-11,8.866455673002088e-11
prek_1691,pre,grad,-4.636546051613501e-11,5.004871699347893e-11,9.641417750961394e-11
prek_1691,pre,grad,-3.833611197724131e-11,4.5974979212578796e-11,8.431109118982011e-11
prek_1691,pre,grad,-4.245925611914746e-11,6.774315672291798e-11,1.1020241284206543e-10
prek_1691,pre,grad,-4.645949093433688e-11,4.558831183209454e-11,9.204780276643143e-11
prek_1691,pre,grad,-5.493093081721984e-11,5.613944645363406e-11,1.110703772708539e-10
prek_1691,pre,grad,-4.9345198256812254e-11,6.170630441446599e-11,1.1105150267127825e-10
prek_1691,pre,grad,-5.3510157403370385e-11,5.262433473453451e-11,1.061344921379049e-10
prek_1691,pre,grad,-5.269197769389377e-11,6.188818429625796e-11,1.1458016199015173e-10
prek_1691,pre,grad,-7.444366481848347e-11,6.794023159375794e-11,1.423838964122414e-10
prek_1691,pre,grad,-4.9689278799288956e-11,5.980046830341874e-11,1.094897471027077e-10
prek_1691,pre,grad,-4.8278926839223116e-11,4.888833638273566e-11,9.716726322195878e-11
prek_1691,pre,grad,-4.894963812118998e-11,5.574490358842196e-11,1.0469454170961194e-10
prek_1691,pre,grad,-4.4851616397520676e-11,4.6420339425037234e-11,9.127195582255791e-11
prek_1691,pre,grad,-5.7321260105733863e-11,5.2201503251816506e-11,1.0952276335755037e-10
prek_1691,pre,grad,-5.495888686421774e-11,6.785144937294478e-11,1.228103362371625e-10
prek_1691,pre,grad,-4.7281393898150415e-11,4.30532261304895e-11,9.033462002863992e-11
prek_1691,pre,grad,-4.627728694484653e-11,4.147750198002216e-11,8.775478892486868e-11
prek_1691,pre,grad,-5.445339236419736e-11,5.44103941724492e-11,1.0886378653664655e-10
prek_1691,pre,grad,-4.495698230388874e-11,5.320491087379616e-11,9.816189317768491e-11
prek_1691,pre,grad,-3.959274783037109e-11,5.417422518946738e-11,9.376697301983847e-11
prek_1691,pre,grad,-4.57479604512058e-11,3.844148403002191e-11,8.418944448122771e-11
prek_1691,pre,grad,-4.450909774766191e-11,5.85392982558365e-11,1.030483960034984e-10
prek_1691,pre,grad,-4.894043075358444e-11,5.4643082246855207e-11,1.0358351300043964e-10
prek_1691,pre,grad,-7.403670597721533e-11,6.224054614780053e-11,1.3627725212501585e-10
prek_1691,pre,grad,-4.178417729676668e-11,5.0910186193384836e-11,9.269436349015152e-11
prek_1691,pre,grad,-3.903362563848674e-11,6.610583429304321e-11,1.0513945993152995e-10
prek_1691,pre,grad,-5.2970304429121437e-11,5.776771901869544e-11,1.1073802344781687e-10
prek_1691,pre,grad,-5.359102150075401e-11,5.57776776779904e-11,1.0936869917874441e-10
prek_1691,pre,grad,-6.311342617204181e-11,5.007714125736461e-11,1.1319056742940641e-10
prek_1691,pre,grad,-5.466046217005349e-11,4.4182599811565786e-11,9.884306198161927e-11
prek_1691,pre,grad,-3.710286435326067e-11,5.1348672433008996e-11,8.845153678626967e-11
